	version	m	n_cl	n_incl	sparse_rate	hetero_rate	drop_rate	sim_matrix	r	lambdaW	lambdaH	lambdaC	RMSE	MAE	AUROC	AUPRC
133	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_M	40	1	1	0.1	0.33754435871857424	0.1518896628475665	0.9061272664894953	0.8726120604311086
134	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_X	40	1	1	0.1	0.3379719173980103	0.15232434806844206	0.9026151906048194	0.8695074063799787
135	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_M	40	1	1	1	0.3243075119290112	0.14293821355359365	0.9459052893122186	0.9192560175158422
136	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_X	40	1	1	1	0.32900885977938826	0.14759832004269016	0.9297797066718496	0.8987338910775242
137	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_M	50	1	1	0	0.3461252243685272	0.15333315807485498	0.8932127967487242	0.8577949054505294
138	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_X	50	1	1	0	0.34612522436876586	0.15333315807476403	0.8932127967487242	0.8577949054505294
139	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_M	50	1	1	0.1	0.3420660606094735	0.14949986665025305	0.9192570967487463	0.8853427780482473
140	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_X	50	1	1	0.1	0.3424477447125101	0.14993425240350539	0.9146217250377531	0.8812306350262985
141	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_M	50	1	1	1	0.3489347357508659	0.1409365410225912	0.9137382793822583	0.8987822644632039
142	v1	100	8	10	0.3	0.2	0.48058278471951954	S_lsi_X	50	1	1	1	0.35220025840808633	0.14297743472912966	0.8947934553853079	0.8786682833399447
143	v1	100	8	10	0.3	0.2	0.48058278471951954	scOpen	5	1	1	0	0.2971353255565642	0.17056854472875	0.934080423573027	0.8890546039487782
144	v1	100	8	10	0.3	0.2	0.48058278471951954	scOpen	8	1	1	0	0.2651751491141082	0.14035945310875	0.9734283932583995	0.9434040531668018
145	v1	100	8	10	0.3	0.2	0.48058278471951954	scOpen	10	1	1	0	0.2724039399571113	0.14458020572625002	0.962779513203596	0.9330891601141829
146	v1	100	8	10	0.3	0.2	0.48058278471951954	scOpen	20	1	1	0	0.2932706745766045	0.15548953919625003	0.9377474150615369	0.9040645522177736
147	v1	100	8	10	0.3	0.2	0.48058278471951954	scOpen	30	1	1	0	0.3033496418446078	0.1602968294325	0.9282761904401451	0.8923755477394228
148	v1	100	8	10	0.3	0.2	0.48058278471951954	scOpen	40	1	1	0	0.30989643085270907	0.15961161616375003	0.9250098274006409	0.8868782826235907
149	v1	100	8	10	0.3	0.2	0.48058278471951954	scOpen	50	1	1	0	0.3148512214387381	0.15968315442874997	0.9241541366844677	0.8849127932977169
150	v1	100	8	10	0.3	0.2	0.589706044075999	X	0	1	1	0	0.41622198197529736	0.17712499999999998	0.7061385317295727	0.7947010317295728
151	v1	100	8	10	0.3	0.2	0.589706044075999	S_lsi_M	5	1	1	0	0.34502828650653894	0.1833089802257306	0.9110803728868676	0.8583029577988853
152	v1	100	8	10	0.3	0.2	0.589706044075999	S_lsi_X	5	1	1	0	0.34502828650653894	0.1833089802257306	0.9110803728868676	0.8583029577988853
153	v1	100	8	10	0.3	0.2	0.589706044075999	S_lsi_M	5	1	1	0.1	0.34337360017431684	0.18037869451917551	0.9184436692356313	0.8673406509887415
154	v1	100	8	10	0.3	0.2	0.589706044075999	S_lsi_X	5	1	1	0.1	0.3433246102590991	0.18019753868102012	0.9187500125231176	0.8671962394316992
155	v1	100	8	10	0.3	0.2	0.589706044075999	S_lsi_M	5	1	1	1	0.3388723044079665	0.17399002539973776	0.9332357903059418	0.8888730889323878
156	v1	100	8	10	0.3	0.2	0.589706044075999	S_lsi_X	5	1	1	1	0.3467957923123425	0.18086887366528548	0.9119092363020656	0.8596653481536258
157	v1	100	8	10	0.3	0.2	0.589706044075999	S_lsi_M	8	1	1	0	0.3354856787511607	0.17075901380037706	0.9364172929895253	0.8935736968130995
158	v1	100	8	10	0.3	0.2	0.589706044075999	S_lsi_X	8	1	1	0	0.3354856787511607	0.17075901380037709	0.9364172929895253	0.8935736968130995
